name,avg,var,count,color,rarity,legendary,x,y,freq
blade_instructor,7.137944030905493,8.427028167224568,10613,W,common,0,0.10891609970923882,-0.5739015637284561,35237
bounty_agent,5.531835205992509,8.992602454286585,2937,W,rare,0,0.20192629972524564,-0.4091228289998657,8615
candlelight_vigil,9.904667981591059,8.620431858863054,6084,W,common,0,0.12151855799959686,-0.41378311509755417,26894
citywide_bust,1.853637901861252,1.5259554627935674,1182,W,rare,0,0.14012797150029807,-0.452234637162832,3996
collar_the_culprit,4.702903946388682,5.181652028748387,5372,W,common,0,0.2586017998924233,-0.5018578699269961,17277
conclave_tribunal,1.1148303114830311,0.10815291169860126,2151,W,uncommon,0,0.28289517635294315,-0.48284617350975684,7174
crush_contraband,10.254035261981624,8.58880604097164,4027,W,uncommon,0,0.11405174847402726,-0.3392112853140993,16351
dawn_of_hope,1.0931202223766505,0.09278797095311246,1439,W,rare,0,0.2999080579200562,-0.4067717661515854,3919
demotion,3.18125,2.6178428819444446,1440,W,uncommon,0,0.07200644133847844,-0.5836654753369102,4730
divine_visitation,5.229544730977396,12.375516793685229,3141,W,mythic,0,0.23144913130277997,-0.29245575642734223,8473
flight_of_equenauts,3.2951674903898955,3.0169398538799728,3642,W,uncommon,0,0.36716297722131996,-0.4431227780651583,10291
gird_for_battle,4.508977035490606,5.0858275547962215,2395,W,uncommon,0,0.08891436474651057,-0.571126850309618,7371
haazda_marshal,5.248638838475499,6.765311214389939,4408,W,uncommon,0,0.1667540724920954,-0.512814565680191,13090
healer's_hawk,4.274521100388881,4.333107126985278,6943,W,common,0,0.1749359220516373,-0.5868076191316166,22846
hunted_witness,5.421919363997729,5.981931050094467,5283,W,common,0,0.28377221346783643,-0.5274592675968641,16872
inspiring_unicorn,3.04735883424408,2.6462088712379854,3294,W,uncommon,0,0.23667315738066727,-0.5502602942872635,10046
intrusive_packbeast,6.607692307692307,8.033492383230517,6110,W,common,0,0.18723359610067514,-0.5414318383101882,20736
ledev_guardian,7.873216689098251,9.12362989517235,7430,W,common,0,0.32567964786566794,-0.4603071683788108,26561
light_of_the_legion,1.0,0.0,2027,W,rare,0,0.12910492942617938,-0.4878528556420939,5385
loxodon_restorer,5.612451361867704,7.698314483691401,3855,W,common,0,0.38179413740557944,-0.4496700128178394,13578
luminous_bonds,1.8485663082437276,0.7983940018756184,5580,W,common,0,0.259489058119048,-0.5335496798427627,21277
parhelion_patrol,4.983861780899943,5.483506408083632,10534,W,common,0,0.20479469085915386,-0.5650870582285551,30976
righteous_blow,5.679622431982232,7.069207186703912,7204,W,common,0,0.21712268888269717,-0.5235849355264064,22781
roc_charger,2.2512740101920814,1.6032667030446395,2551,W,uncommon,0,0.18242151907668955,-0.5695977513673645,9064
skyline_scout,7.06805669438913,8.412728014590597,8537,W,common,0,0.1643122768112033,-0.5594955373329054,29072
sunhome_stalwart,2.8149131274131274,2.4790150503682113,4144,W,uncommon,0,0.11573370989117995,-0.5905991336737548,11966
sworn_companions,5.973435861586858,7.153436254973996,11444,W,common,0,0.32980682628372776,-0.48837292386230535,35417
take_heart,8.407042786823173,8.79039341316361,7923,W,common,0,0.10788677596744216,-0.537218657392989,31253
tenth_district_guard,8.886770484645613,8.692171072195356,6871,W,common,0,0.2109165749662358,-0.47331593831810326,27189
venerated_loxodon,1.1335311572700297,0.1384503400282354,2022,W,rare,0,0.3419050384854862,-0.44613782936435875,5205
capture_sphere,3.4003407155025553,3.6787392365534917,7044,U,common,0,-0.470360048818294,0.38758587312527454,28102
chemister's_insight,2.3904365904365905,1.9352931565821379,2405,U,uncommon,0,-0.5560252751756899,0.229130774334753,9761
citywatch_sphinx,3.291969568892646,3.7918459094712427,5915,U,uncommon,0,-0.42998970157015576,0.3868374025605335,19289
dazzling_lights,9.804615074566707,8.391590954210486,9924,U,common,0,-0.4524903264778212,0.2548693501855758,40777
devious_cover-up,10.703392922291135,8.42023292441543,13705,U,common,0,-0.3000436301409089,0.24210955438319942,57054
dimir_informant,6.094568062827225,6.985821279398865,12224,U,common,0,-0.4074268401483197,0.45465381089381635,39555
disdainful_stroke,8.13703115697559,8.941631273290009,10078,U,common,0,-0.4514218841770018,0.3270131627369875,36367
dream_eater,1.0,0.0,1245,U,mythic,0,-0.3936873029493836,0.38964910712470374,3504
drowned_secrets,5.9023081052066555,16.73334410904327,1863,U,rare,0,-0.3644392059994795,0.20017191703522116,5693
enhanced_surveillance,5.965112008813808,9.522469937876355,2723,U,uncommon,0,-0.3332788505300194,0.45733844600300727,8383
guild_summit,5.734870317002882,9.94864408569364,2429,U,uncommon,0,-0.32939440471784803,0.28023526157597745,7355
leapfrog,8.325881451200818,8.8435968852819,7828,U,common,0,-0.550576670332378,0.16909964613621103,29787
maximize_altitude,10.642640882898721,7.719838166864578,10239,U,common,0,-0.41984369620553974,0.10467336489332191,42872
mission_briefing,6.08799784714747,11.304150889123461,3716,U,rare,0,-0.4112347955512196,0.18937621637082303,12620
murmuring_mystic,3.5808510638297872,5.072268342793468,6110,U,uncommon,0,-0.549474344126876,0.24812384977869614,18756
muse_drake,7.4139326492267665,8.741363909902375,13838,U,common,0,-0.4935649583027535,0.30331449705732955,45880
narcomoeba,8.321283889062013,13.16975890008634,3209,U,rare,0,-0.243265069976312,0.31156501666280095,11379
nightveil_sprite,3.782557354925776,5.393508169787335,5928,U,uncommon,0,-0.4198684763533164,0.42946656610111356,19202
omnispell_adept,7.464591173451933,15.075978510589213,2923,U,rare,0,-0.35645430496321734,0.11629862139161051,9636
passwall_adept,9.58046360068133,8.975362978438847,13503,U,common,0,-0.36293665969697897,0.3432591407051669,49445
quasiduplicate,2.3478682170542635,3.194879176431705,2064,U,rare,0,-0.5172777634171242,0.24682862567212469,6847
radical_idea,8.773971480085232,9.26541659908827,12202,U,common,0,-0.5280549360991054,0.16337029464324435,45057
selective_snare,4.859580052493438,6.24668643781732,2286,U,uncommon,0,-0.5428549070592695,0.20217294630700894,8285
sinister_sabotage,6.205515778308141,8.258479255319859,7542,U,uncommon,0,-0.4665345624215675,0.3237797653799215,24202
thoughtbound_phantasm,5.1964932618461095,7.392487340521181,6901,U,uncommon,0,-0.3598715451783048,0.4891522391769319,20064
unexplained_disappearance,4.802091822874219,5.527662019278421,7362,U,common,0,-0.5111505244278295,0.3443949559004502,28223
vedalken_mesmerist,9.16209952283572,8.936641263442173,7335,U,common,0,-0.48807409565242144,0.22074418236742127,28391
wall_of_mist,10.366480326811438,8.014369873779811,9302,U,common,0,-0.3655642799538054,0.24282664738448062,39281
watcher_in_the_mist,4.070579890051428,4.881523178535119,11278,U,common,0,-0.47538361744738405,0.3801883295935527,40303
wishcoin_crab,10.49742018703644,7.4534760920658805,6202,U,common,0,-0.39397825830608,0.2557538462064878,28230
barrier_of_bones,10.158721072859596,9.190524359929636,12229,B,common,0,0.011992902934003518,0.4396901038094705,45794
bartizan_bats,7.858587750515078,8.862377552282991,5339,B,common,0,0.0971142092813307,0.553800582803682,20845
blood_operative,2.4837887067395266,3.1218683415118065,2745,B,rare,0,-0.03967976836815581,0.5593101528389697,7555
burglar_rat,5.161052479398583,5.625066869733986,6917,B,common,0,0.14559102306289812,0.5642180443488403,22869
child_of_night,8.582024547974132,9.191140523087512,7577,B,common,0,0.06559817555035076,0.5300214548257609,30528
creeping_chill,10.545914922349764,11.68982294752209,5924,B,uncommon,0,-0.036004006668728106,0.2866939726133952,22331
dead_weight,2.393939393939394,1.5304850549605795,5577,B,common,0,0.04709903302402627,0.5881230787155147,21332
deadly_visit,1.6590443686006826,0.6216332164614613,5860,B,common,0,0.004117327165853519,0.596592418613983,22483
doom_whisperer,1.0,0.0,1252,B,mythic,0,-0.04892903369300332,0.4995933235077941,3437
douser_of_lights,7.407194994786235,8.72313905582479,3836,B,common,0,0.08267915014386817,0.5756367480132591,15688
gruesome_menagerie,4.271580010095911,7.278086801902273,1981,B,rare,0,0.15831698114648948,0.42172613854674623,5884
hired_poisoner,3.759846547314578,4.001405603050739,3910,B,common,0,0.14813326283405387,0.5709073835020113,14660
kraul_swarm,3.2453347969264543,3.007319070128362,1822,B,uncommon,0,0.22962255462085102,0.5121416086698822,6349
lotleth_giant,5.612903225806452,8.012350841705,3317,B,uncommon,0,0.24297669392531623,0.45912011854051293,10669
mausoleum_secrets,7.747492368076755,15.126383812087417,2293,B,rare,0,0.09540368704772328,0.34482485783138694,8095
mephitic_vapors,9.834030921670795,9.088282402050599,11707,B,common,0,-0.02209264548297045,0.44817288506695163,42898
midnight_reaper,1.1671769748928353,0.18821842367070174,1633,B,rare,0,0.13313873842510013,0.49016968367082187,5072
moodmark_painter,9.050929112181693,9.545238297108435,5812,B,common,0,0.1788738663998908,0.4475319430324035,25732
necrotic_wound,4.972012703453752,6.829506508770738,5038,B,uncommon,0,0.19000977710100928,0.4914937634087942,14866
never_happened,10.9031714847039,7.381586910531252,7126,B,common,0,-0.015374410578585173,0.38171828073918396,30489
pilfering_imp,6.044931856899489,8.242657448508137,4696,B,uncommon,0,0.1061916383167263,0.5102243235863749,14654
plaguecrafter,2.584297520661157,2.008183184208729,2420,B,uncommon,0,0.13307832757956345,0.5309249832994052,8998
price_of_fame,1.0570469798657718,0.05528404626418229,2682,B,uncommon,0,-0.028864705146101895,0.5848004948831755,8961
ritual_of_soot,1.1860294117647059,0.2028930579584775,1360,B,rare,0,0.020745061626816594,0.5266401927957554,4518
severed_strands,3.891595887349128,3.9710379985168363,4474,B,common,0,0.1946481617813673,0.5296435126020463,15747
spinal_centipede,5.480726086069753,6.179467390400488,4903,B,common,0,0.2129274418540368,0.5352706484677264,16533
undercity_necrolisk,4.169499757163671,4.688608346163128,2059,B,uncommon,0,0.2534154420437207,0.49180122142528954,6608
veiled_shade,8.970636215334421,9.185553310193715,6743,B,common,0,0.05741116761059892,0.4903095332046682,26921
vicious_rumors,11.721804511278195,6.499048372811728,9576,B,common,0,0.028874980112340395,0.2910772472993261,39996
whispering_snitch,4.877342419080068,6.617225743299185,4109,B,uncommon,0,-0.11717769758458679,0.5874317801599793,12430
arclight_phoenix,1.3918269230769231,0.5844524315828402,832,R,mythic,0,-0.45437943293846483,-0.2835917519575063,2814
barging_sergeant,8.203530259365994,9.383767556481105,8328,R,common,0,-0.2540410309271178,-0.5278694943433396,28871
book_devourer,6.710295956648603,9.700565106240425,2399,R,uncommon,0,-0.37953799092565893,-0.31244514808406476,7861
command_the_storm,3.1379139891250616,3.0099795668318214,6069,R,common,0,-0.428076670903332,-0.3952366762795844,22931
cosmotronic_wave,7.207982012366498,8.642522009794488,5337,R,common,0,-0.35846612275328765,-0.46732107914897786,20077
direct_current,4.508887760284408,5.318686878717634,9845,R,common,0,-0.4740835285673894,-0.36910581667249936,32968
electrostatic_field,7.523728234892455,12.88958719278763,5858,R,uncommon,0,-0.519225426601633,-0.18567654235591763,18605
erratic_cyclops,2.3415765069551777,3.0574625326577625,1941,R,rare,0,-0.5287816087811412,-0.23331116304395166,5313
experimental_frenzy,3.0832535885167465,4.818906160573248,1045,R,rare,0,-0.3971872850387921,-0.319261689371723,3073
fearless_halberdier,10.249462035044575,7.795592240566039,6506,R,common,0,-0.2879366700888796,-0.44278736060355484,26765
fire_urchin,8.01908888628645,9.46901141954975,8539,R,common,0,-0.49396397337522246,-0.31325805055074996,29192
goblin_banneret,5.47578247945445,8.507500589859143,5719,R,uncommon,0,-0.2357793272648297,-0.548319180840229,15791
goblin_cratermaker,3.3863561823548705,3.5640775392541695,3049,R,uncommon,0,-0.37413998605799853,-0.47728439003550827,10143
goblin_locksmith,10.69537682077264,7.49555177377558,9474,R,common,0,-0.2610448647647266,-0.4016943951324973,39143
gravitic_punch,9.53054353054353,9.238244581919425,8316,R,common,0,-0.35941429276319414,-0.345975088654258,32384
hellkite_whelp,4.6609478876259915,6.02679790056545,4663,R,uncommon,0,-0.3696742326660913,-0.417648744485051,13451
inescapable_blaze,2.487689713322091,2.334840025138704,2965,R,uncommon,0,-0.4507457608938132,-0.37712885613346525,10602
lava_coil,1.158004158004158,0.1596500706687817,2405,R,uncommon,0,-0.4618368945404398,-0.3872477413495193,8856
legion_warboss,1.1186218927169647,0.11676181647666181,2293,R,rare,0,-0.2921437045785332,-0.49314672765792616,6078
maniacal_rage,10.848524104746923,7.6679035772620265,10807,R,common,0,-0.23076987289244852,-0.3762877141022155,43345
maximize_velocity,10.403788031432601,8.238325364700598,9926,R,common,0,-0.315318964262742,-0.35442275610335755,41095
ornery_goblin,8.447753171360997,9.394980438753112,9302,R,common,0,-0.31757029406412846,-0.5001627357078103,31741
risk_factor,2.4632960622265436,3.106212373698641,2057,R,rare,0,-0.4342217394215175,-0.32438359095551195,6412
rubblebelt_boar,8.111743772241994,9.15548485961424,7025,R,common,0,-0.28865883364630085,-0.5304542497874883,24455
runaway_steam-kin,3.5603847524047025,5.4084484447692915,2807,R,rare,0,-0.45496865278083964,-0.31759728465363485,7562
smelt-ward_minotaur,5.464879852125693,7.65172406135007,4328,R,uncommon,0,-0.42900183030985584,-0.40412000382150565,12679
street_riot,9.03293172690763,11.745100240318704,2490,R,uncommon,0,-0.19457333560914272,-0.374741742769503,9248
sure_strike,8.021013241220496,8.972212444844821,10422,R,common,0,-0.3759291564434221,-0.45427484152848907,37245
torch_courier,10.576741254333438,8.43698818297189,9519,R,common,0,-0.22438306458249643,-0.4203549307305108,39468
wojek_bodyguard,7.107667473769169,9.294945245358509,12390,R,common,0,-0.2537405184987955,-0.5548716234886059,38929
affectionate_indrik,2.2347254447022427,1.6150509106982749,2586,G,uncommon,0,0.5555652723685335,0.041917256335848335,9319
arboretum_elemental,3.0402542372881354,3.0743481193827717,3304,G,uncommon,0,0.5599711634169232,-0.07669893514745478,10145
beast_whisperer,1.328909952606635,0.46338222411895513,2110,G,rare,0,0.564190252188929,-0.02403829263734826,5964
bounty_of_might,1.1345885634588564,0.12484268288175782,1434,G,rare,0,0.5130665668524351,-0.02719072160701974,4049
circuitous_route,5.110643564356436,7.20929265513185,4040,G,uncommon,0,0.45631808292685233,0.0424808246751855,10882
crushing_canopy,10.64722371967655,7.034794179060019,9275,G,common,0,0.3915432706637228,-0.021201499542403506,37622
devkarin_dissident,8.605531139457606,9.16093414012263,9329,G,common,0,0.5403429697982424,-0.024289627800721962,33245
district_guide,2.6727954971857413,2.256164230223627,2665,G,uncommon,0,0.546448919879103,0.08076255384889057,9171
generous_stray,7.18681917211329,8.645563375434898,11016,G,common,0,0.5393955697007878,0.016199466820003373,35766
